x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.4092717170715332,0.7559658288955688,-2.3471727672585985e-07,0.3919830918312073,0.7163786888122559,-0.0006080830353312194,0.3667489290237427,0.6665562987327576,-0.009430074132978916,0.3615468442440033,0.6242096424102783,-0.01859992928802967,0.37333038449287415,0.5929913520812988,-0.028193091973662376,0.3594764471054077,0.6666761040687561,-0.03613320738077164,0.30552831292152405,0.6899464130401611,-0.04666425660252571,0.3121459484100342,0.7113066911697388,-0.04377456381917,0.3274407982826233,0.7115940451622009,-0.041334059089422226,0.3646027743816376,0.6941792964935303,-0.0431092269718647,0.3066631555557251,0.7223522067070007,-0.05593788996338844,0.314422070980072,0.7406337857246399,-0.049632735550403595,0.32868173718452454,0.7397187948226929,-0.045648060739040375,0.367978572845459,0.728145182132721,-0.0489482656121254,0.31326812505722046,0.7521852850914001,-0.06007694453001022,0.3185059726238251,0.7678506374359131,-0.05338231101632118,0.330678254365921,0.7700265645980835,-0.04911980405449867,0.37092325091362,0.7605782151222229,-0.054275285452604294,0.32830116152763367,0.77995365858078,-0.06399216502904892,0.3079971671104431,0.7932535409927368,-0.06554114073514938,0.29389989376068115,0.8010250926017761,-0.06689056009054184
0.40944913029670715,0.7571888566017151,-2.2493578910598444e-07,0.39410147070884705,0.7167526483535767,-0.0002745529927778989,0.3702962398529053,0.6659963726997375,-0.008607587777078152,0.3659926652908325,0.6239476203918457,-0.01744527369737625,0.37776947021484375,0.5954381823539734,-0.026698999106884003,0.3631923794746399,0.6677244305610657,-0.034263528883457184,0.3110015094280243,0.6888203620910645,-0.04435696080327034,0.3173259496688843,0.709746241569519,-0.041470881551504135,0.3326078951358795,0.7098705172538757,-0.03910752013325691,0.36848360300064087,0.6947060227394104,-0.041125260293483734,0.3119277060031891,0.7212024927139282,-0.05365186557173729,0.31885862350463867,0.7385267019271851,-0.04745274782180786,0.3329356014728546,0.7360700368881226,-0.043486759066581726,0.37161192297935486,0.7279443144798279,-0.04697241261601448,0.31773999333381653,0.7490111589431763,-0.057981789112091064,0.32258856296539307,0.7640211582183838,-0.05182821676135063,0.3345961272716522,0.7655911445617676,-0.047873955219984055,0.374155730009079,0.7592483162879944,-0.05232037231326103,0.33440476655960083,0.77732253074646,-0.06235634535551071,0.3143320381641388,0.7902729511260986,-0.06476101279258728,0.30023646354675293,0.7973554134368896,-0.06672213971614838
0.40858978033065796,0.7580229043960571,-2.2430066337619792e-07,0.3937578499317169,0.718259871006012,-1.7969621694646776e-05,0.3717314898967743,0.667989194393158,-0.007707123178988695,0.36720988154411316,0.6267473697662354,-0.015729811042547226,0.3778558671474457,0.596906840801239,-0.024431262165308,0.3624504804611206,0.6685329079627991,-0.033593546599149704,0.3107758164405823,0.6886308193206787,-0.04268557205796242,0.3156639635562897,0.7100551128387451,-0.03976011648774147,0.3295780122280121,0.7111229300498962,-0.03756728768348694,0.3670179843902588,0.6961532831192017,-0.040486086159944534,0.3120500147342682,0.7202209830284119,-0.05241607502102852,0.31673526763916016,0.7381647825241089,-0.0473422035574913,0.32980990409851074,0.7386607527732849,-0.044338956475257874,0.37000250816345215,0.7294253706932068,-0.0461428202688694,0.31833866238594055,0.7502280473709106,-0.05699630081653595,0.31912118196487427,0.7660852074623108,-0.05197838321328163,0.32831239700317383,0.769490122795105,-0.048888590186834335,0.37236273288726807,0.7612491846084595,-0.05112602189183235,0.3319132626056671,0.778838038444519,-0.06040731444954872,0.3117045760154724,0.7910319566726685,-0.06214898079633713,0.29804712533950806,0.7973870635032654,-0.06373700499534607
0.41007786989212036,0.7602655291557312,-2.132606340410348e-07,0.39414316415786743,0.7197539210319519,-0.0005425728159025311,0.37094008922576904,0.6689140796661377,-0.00875474326312542,0.36627036333084106,0.6273288726806641,-0.017414376139640808,0.3775884509086609,0.5981876850128174,-0.02642030268907547,0.36157044768333435,0.6714633703231812,-0.03248365595936775,0.3105621039867401,0.6926742196083069,-0.042109765112400055,0.3174285888671875,0.7129751443862915,-0.039309773594141006,0.3326145112514496,0.7128391861915588,-0.0369575135409832,0.3658514618873596,0.6988864541053772,-0.03905943036079407,0.311320960521698,0.7248900532722473,-0.05129433423280716,0.3191024959087372,0.7416623830795288,-0.04589076340198517,0.33316296339035034,0.7393831610679626,-0.04229237139225006,0.36868390440940857,0.7320848107337952,-0.044604282826185226,0.3165275454521179,0.7537182569503784,-0.05538206920027733,0.32210031151771545,0.7687567472457886,-0.04973326623439789,0.3340419828891754,0.7700244784355164,-0.045963581651449203,0.37127190828323364,0.7635033130645752,-0.04964670166373253,0.3317423164844513,0.7827948927879333,-0.05887206271290779,0.31217002868652344,0.795939564704895,-0.06073779985308647,0.2979874908924103,0.802579939365387,-0.062246471643447876
0.40878501534461975,0.7597147822380066,-2.1284594708959048e-07,0.39328664541244507,0.7193878889083862,-0.0002605621994007379,0.37064990401268005,0.6692551374435425,-0.00807522889226675,0.3658040761947632,0.628287672996521,-0.016356125473976135,0.3760617971420288,0.5984916090965271,-0.024998843669891357,0.36152398586273193,0.6718171834945679,-0.03212903067469597,0.3100242018699646,0.6936482787132263,-0.041968028992414474,0.3167474567890167,0.7135031223297119,-0.0397009402513504,0.331533819437027,0.7127635478973389,-0.03769389167428017,0.36586418747901917,0.6996994614601135,-0.03890867903828621,0.3103220462799072,0.7259438633918762,-0.0512198843061924,0.317962646484375,0.7421284914016724,-0.046044159680604935,0.33210301399230957,0.7399876117706299,-0.04267408698797226,0.36856648325920105,0.7329239845275879,-0.04467660188674927,0.3161992132663727,0.7544878125190735,-0.05573312193155289,0.32120731472969055,0.7692647576332092,-0.05002325773239136,0.3328527510166168,0.7708362936973572,-0.046160779893398285,0.3709815740585327,0.764311671257019,-0.049918513745069504,0.3311445116996765,0.7827723622322083,-0.059377480298280716,0.3114234507083893,0.7955482006072998,-0.06106812506914139,0.2974468171596527,0.8024293780326843,-0.06238950416445732
0.40585342049598694,0.7604110240936279,-2.1962550533771719e-07,0.3904912769794464,0.7195589542388916,-0.0004455061862245202,0.3677971363067627,0.6693464517593384,-0.008445868268609047,0.36296042799949646,0.6281407475471497,-0.016766423359513283,0.37423473596572876,0.5979630351066589,-0.025323547422885895,0.3590275049209595,0.6725807785987854,-0.03315748646855354,0.3074066638946533,0.6948848962783813,-0.04250013083219528,0.31521204113960266,0.7144371271133423,-0.03943544626235962,0.33028215169906616,0.7133058309555054,-0.03700558841228485,0.364173024892807,0.7004108428955078,-0.03983025252819061,0.30779731273651123,0.7276313900947571,-0.052077457308769226,0.316464900970459,0.7431873679161072,-0.04658016934990883,0.3315802216529846,0.7412222027778625,-0.042974911630153656,0.3674371838569641,0.733753502368927,-0.04537362605333328,0.3146052062511444,0.7574114203453064,-0.05612696707248688,0.3199036121368408,0.7715717554092407,-0.05022209882736206,0.3316388428211212,0.7725064158439636,-0.046328652650117874,0.37001508474349976,0.765049934387207,-0.050387028604745865,0.32965531945228577,0.7843489646911621,-0.05942894518375397,0.3101033568382263,0.7972314357757568,-0.06087762862443924,0.2961752712726593,0.8042324781417847,-0.06215380132198334
0.40913981199264526,0.7615313529968262,-2.282385054286351e-07,0.3929619789123535,0.7213274240493774,-0.00036487317993305624,0.3688760995864868,0.6712916493415833,-0.00829631183296442,0.3622155785560608,0.6300678253173828,-0.01666628196835518,0.37206077575683594,0.5994740724563599,-0.025182530283927917,0.36048370599746704,0.6731765866279602,-0.0324627049267292,0.30833831429481506,0.6957955956459045,-0.04185944423079491,0.3158924877643585,0.7160674333572388,-0.038650915026664734,0.3312656581401825,0.7153969407081604,-0.036064181476831436,0.36468544602394104,0.7003662586212158,-0.03905132785439491,0.30872952938079834,0.7284325361251831,-0.05107514560222626,0.3180089592933655,0.7446630597114563,-0.0452994778752327,0.3328414261341095,0.7417281270027161,-0.04154760763049126,0.3673079013824463,0.7335450053215027,-0.04458075761795044,0.3142223656177521,0.7571895122528076,-0.055124931037425995,0.3217189311981201,0.7714542150497437,-0.04888192191720009,0.3347333073616028,0.7718427777290344,-0.04489949345588684,0.3696480691432953,0.765116810798645,-0.04964276775717735,0.3299671709537506,0.7852526903152466,-0.059130363166332245,0.3102787733078003,0.7990431189537048,-0.06110874190926552,0.29558250308036804,0.8066193461418152,-0.06273247301578522
0.4076402187347412,0.7602554559707642,-2.114044974632634e-07,0.3912917673587799,0.7192332148551941,-0.00012462904851417989,0.3679426312446594,0.6693785786628723,-0.008240439929068089,0.36228251457214355,0.6286652684211731,-0.016841264441609383,0.37214183807373047,0.5987635254859924,-0.025782357901334763,0.3583412766456604,0.6742274165153503,-0.03267128765583038,0.30670514702796936,0.6988043189048767,-0.04185696318745613,0.3131110966205597,0.7175194621086121,-0.038937415927648544,0.32713836431503296,0.7164389491081238,-0.036768246442079544,0.36297085881233215,0.7014744281768799,-0.039586395025253296,0.3064683973789215,0.731304407119751,-0.05149698629975319,0.316811740398407,0.7454374432563782,-0.04570365697145462,0.3326248824596405,0.741661787033081,-0.04205749183893204,0.3660508692264557,0.7344993948936462,-0.04535837844014168,0.31276506185531616,0.7595407962799072,-0.05553147569298744,0.32153382897377014,0.7718120813369751,-0.04882270097732544,0.33538731932640076,0.7710351943969727,-0.04470045119524002,0.36904749274253845,0.7660356163978577,-0.05070234090089798,0.3293526768684387,0.7865287065505981,-0.06024366244673729,0.30941322445869446,0.7996291518211365,-0.06206684187054634,0.2940482199192047,0.8068530559539795,-0.06365808844566345
0.4063257575035095,0.7601845264434814,-2.2365519214417873e-07,0.3910737633705139,0.7194194197654724,-0.0002401001111138612,0.3680945932865143,0.6693442463874817,-0.00826561264693737,0.36248892545700073,0.6286201477050781,-0.016852570697665215,0.37279942631721497,0.5993102788925171,-0.025606049224734306,0.3588854670524597,0.6715489625930786,-0.03203120082616806,0.3055807948112488,0.6941869854927063,-0.04233827441930771,0.3134094774723053,0.7125658392906189,-0.04008420184254646,0.3284534215927124,0.7108668088912964,-0.038102105259895325,0.36343422532081604,0.6987509727478027,-0.03881579637527466,0.3060881197452545,0.728334367275238,-0.051923077553510666,0.31772008538246155,0.7420473098754883,-0.046587295830249786,0.3338083326816559,0.7376026511192322,-0.0429510660469532,0.3661881685256958,0.7318907380104065,-0.04464200139045715,0.3121889531612396,0.7562536001205444,-0.05570853874087334,0.32132959365844727,0.7692056894302368,-0.049188558012247086,0.3349073529243469,0.7686432003974915,-0.04485182836651802,0.36868563294410706,0.7632007598876953,-0.05006088316440582,0.32846492528915405,0.7824331521987915,-0.05995766073465347,0.308756560087204,0.7947849631309509,-0.06196596845984459,0.2934379279613495,0.801338791847229,-0.0634639710187912
0.4067426323890686,0.7565780878067017,-2.2509904340495268e-07,0.3914235532283783,0.7154712677001953,0.000837193161714822,0.36883294582366943,0.6641146540641785,-0.00601654639467597,0.3638591766357422,0.6236861944198608,-0.013531031087040901,0.37395399808883667,0.5957729816436768,-0.021105073392391205,0.35773202776908875,0.6663710474967957,-0.029714416712522507,0.3060644865036011,0.689193844795227,-0.038789305835962296,0.31340765953063965,0.7083584070205688,-0.03545524552464485,0.3282029330730438,0.7071362733840942,-0.03260978311300278,0.3618837594985962,0.6933439373970032,-0.03661436215043068,0.30642783641815186,0.7211456298828125,-0.048447463661432266,0.31652799248695374,0.7360511422157288,-0.04215095937252045,0.3316330909729004,0.7322703003883362,-0.03773835301399231,0.3645545542240143,0.7261126041412354,-0.042518746107816696,0.3120386302471161,0.7488172650337219,-0.052934203296899796,0.31941476464271545,0.7625064849853516,-0.046069979667663574,0.3317717909812927,0.7624141573905945,-0.04130278155207634,0.36727604269981384,0.7574036121368408,-0.047905609011650085,0.3271111249923706,0.7751926779747009,-0.056990817189216614,0.3076949715614319,0.7867280840873718,-0.05830132216215134,0.2931382656097412,0.7922043800354004,-0.05916053056716919
